Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
9,1622632459753,02/06/2021 11:14:19,1622632459818,1,02/06/2021 12:14:19,53470,4,questionnaire-uqlw,,13198219,60b25c51065fbb9f4554d7eb,3973031,,complete,,60b76670dace5872938bffd2,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x616,,demog,7,No,END QUESTIONNAIRE,13984
1,1622632691811,02/06/2021 11:18:11,1622632691695,1,02/06/2021 12:18:11,53470,4,questionnaire-uqlw,,13198346,5bec8599fdf8c50001d0d329,3973093,,complete,,60b768e93fb38676dc4955b7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x789,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622632708638,02/06/2021 11:18:28,1622632708594,1,02/06/2021 12:18:28,53470,4,questionnaire-uqlw,,13198346,5bec8599fdf8c50001d0d329,3973093,,complete,,60b768e93fb38676dc4955b7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x789,,demog,7,No,Sex,Female
3,1622632708730,02/06/2021 11:18:28,1622632708596,1,02/06/2021 12:18:28,53470,4,questionnaire-uqlw,,13198346,5bec8599fdf8c50001d0d329,3973093,,complete,,60b768e93fb38676dc4955b7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x789,,demog,7,No,Sex-quantised,1
4,1622632708730,02/06/2021 11:18:28,1622632708596,1,02/06/2021 12:18:28,53470,4,questionnaire-uqlw,,13198346,5bec8599fdf8c50001d0d329,3973093,,complete,,60b768e93fb38676dc4955b7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x789,,demog,7,No,Age,18-24
5,1622632708730,02/06/2021 11:18:28,1622632708596,1,02/06/2021 12:18:28,53470,4,questionnaire-uqlw,,13198346,5bec8599fdf8c50001d0d329,3973093,,complete,,60b768e93fb38676dc4955b7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x789,,demog,7,No,Age-quantised,1
6,1622632708730,02/06/2021 11:18:28,1622632708597,1,02/06/2021 12:18:28,53470,4,questionnaire-uqlw,,13198346,5bec8599fdf8c50001d0d329,3973093,,complete,,60b768e93fb38676dc4955b7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x789,,demog,7,No,field,Geology
7,1622632708730,02/06/2021 11:18:28,1622632708597,1,02/06/2021 12:18:28,53470,4,questionnaire-uqlw,,13198346,5bec8599fdf8c50001d0d329,3973093,,complete,,60b768e93fb38676dc4955b7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x789,,demog,7,No,Ed_level,less than undergraduate/Bachelors
8,1622632708730,02/06/2021 11:18:28,1622632708597,1,02/06/2021 12:18:28,53470,4,questionnaire-uqlw,,13198346,5bec8599fdf8c50001d0d329,3973093,,complete,,60b768e93fb38676dc4955b7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x789,,demog,7,No,Ed_level-quantised,1
9,1622632708730,02/06/2021 11:18:28,1622632708597,1,02/06/2021 12:18:28,53470,4,questionnaire-uqlw,,13198346,5bec8599fdf8c50001d0d329,3973093,,complete,,60b768e93fb38676dc4955b7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x789,,demog,7,No,END QUESTIONNAIRE,16902
1,1622633161323,02/06/2021 11:26:01,1622633161217,1,02/06/2021 12:26:01,53470,4,questionnaire-uqlw,,13198570,609a9fbdf8ce8906d50c1f10,3973158,,complete,,60b76aaaf5de83b86932f02a,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x937,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622633186441,02/06/2021 11:26:26,1622633186386,1,02/06/2021 12:26:26,53470,4,questionnaire-uqlw,,13198570,609a9fbdf8ce8906d50c1f10,3973158,,complete,,60b76aaaf5de83b86932f02a,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x937,,demog,7,No,Sex,Male
3,1622633186519,02/06/2021 11:26:26,1622633186388,1,02/06/2021 12:26:26,53470,4,questionnaire-uqlw,,13198570,609a9fbdf8ce8906d50c1f10,3973158,,complete,,60b76aaaf5de83b86932f02a,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x937,,demog,7,No,Sex-quantised,2
4,1622633186519,02/06/2021 11:26:26,1622633186388,1,02/06/2021 12:26:26,53470,4,questionnaire-uqlw,,13198570,609a9fbdf8ce8906d50c1f10,3973158,,complete,,60b76aaaf5de83b86932f02a,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x937,,demog,7,No,Age,18-24
5,1622633186519,02/06/2021 11:26:26,1622633186388,1,02/06/2021 12:26:26,53470,4,questionnaire-uqlw,,13198570,609a9fbdf8ce8906d50c1f10,3973158,,complete,,60b76aaaf5de83b86932f02a,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x937,,demog,7,No,Age-quantised,1
6,1622633186519,02/06/2021 11:26:26,1622633186388,1,02/06/2021 12:26:26,53470,4,questionnaire-uqlw,,13198570,609a9fbdf8ce8906d50c1f10,3973158,,complete,,60b76aaaf5de83b86932f02a,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x937,,demog,7,No,field,Chemistry
7,1622633186519,02/06/2021 11:26:26,1622633186389,1,02/06/2021 12:26:26,53470,4,questionnaire-uqlw,,13198570,609a9fbdf8ce8906d50c1f10,3973158,,complete,,60b76aaaf5de83b86932f02a,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x937,,demog,7,No,Ed_level,undergraduate/Bachelors
8,1622633186519,02/06/2021 11:26:26,1622633186389,1,02/06/2021 12:26:26,53470,4,questionnaire-uqlw,,13198570,609a9fbdf8ce8906d50c1f10,3973158,,complete,,60b76aaaf5de83b86932f02a,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x937,,demog,7,No,Ed_level-quantised,2
9,1622633186519,02/06/2021 11:26:26,1622633186390,1,02/06/2021 12:26:26,53470,4,questionnaire-uqlw,,13198570,609a9fbdf8ce8906d50c1f10,3973158,,complete,,60b76aaaf5de83b86932f02a,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x937,,demog,7,No,END QUESTIONNAIRE,25173
1,1622634269437,02/06/2021 11:44:29,1622634269907,1,02/06/2021 12:44:29,53470,4,questionnaire-uqlw,,13199001,5f59f42bfb59c302777b0425,3973335,,complete,,60b76ef17344429c94c69b97,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1280x720,1707x771,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622634282650,02/06/2021 11:44:42,1622634283171,1,02/06/2021 12:44:43,53470,4,questionnaire-uqlw,,13199001,5f59f42bfb59c302777b0425,3973335,,complete,,60b76ef17344429c94c69b97,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1280x720,1684x771,,demog,7,No,Sex,Female
3,1622634282751,02/06/2021 11:44:42,1622634283172,1,02/06/2021 12:44:43,53470,4,questionnaire-uqlw,,13199001,5f59f42bfb59c302777b0425,3973335,,complete,,60b76ef17344429c94c69b97,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1280x720,1684x771,,demog,7,No,Sex-quantised,1
4,1622634282751,02/06/2021 11:44:42,1622634283172,1,02/06/2021 12:44:43,53470,4,questionnaire-uqlw,,13199001,5f59f42bfb59c302777b0425,3973335,,complete,,60b76ef17344429c94c69b97,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1280x720,1684x771,,demog,7,No,Age,25-30
5,1622634282751,02/06/2021 11:44:42,1622634283172,1,02/06/2021 12:44:43,53470,4,questionnaire-uqlw,,13199001,5f59f42bfb59c302777b0425,3973335,,complete,,60b76ef17344429c94c69b97,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1280x720,1684x771,,demog,7,No,Age-quantised,2
6,1622634282751,02/06/2021 11:44:42,1622634283172,1,02/06/2021 12:44:43,53470,4,questionnaire-uqlw,,13199001,5f59f42bfb59c302777b0425,3973335,,complete,,60b76ef17344429c94c69b97,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1280x720,1684x771,,demog,7,No,field,Chemistry
7,1622634282751,02/06/2021 11:44:42,1622634283172,1,02/06/2021 12:44:43,53470,4,questionnaire-uqlw,,13199001,5f59f42bfb59c302777b0425,3973335,,complete,,60b76ef17344429c94c69b97,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1280x720,1684x771,,demog,7,No,Ed_level,PhD
8,1622634282751,02/06/2021 11:44:42,1622634283172,1,02/06/2021 12:44:43,53470,4,questionnaire-uqlw,,13199001,5f59f42bfb59c302777b0425,3973335,,complete,,60b76ef17344429c94c69b97,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1280x720,1684x771,,demog,7,No,Ed_level-quantised,4
9,1622634282751,02/06/2021 11:44:42,1622634283173,1,02/06/2021 12:44:43,53470,4,questionnaire-uqlw,,13199001,5f59f42bfb59c302777b0425,3973335,,complete,,60b76ef17344429c94c69b97,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1280x720,1684x771,,demog,7,No,END QUESTIONNAIRE,13266
1,1622634435620,02/06/2021 11:47:15,1622634435521,1,02/06/2021 12:47:15,53470,4,questionnaire-uqlw,,13199065,60a8f9bb98f8ecd65bc492db,3973356,,complete,,60b76fa5e701fd91023af757,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1215x705,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622634452959,02/06/2021 11:47:32,1622634452885,1,02/06/2021 12:47:32,53470,4,questionnaire-uqlw,,13199065,60a8f9bb98f8ecd65bc492db,3973356,,complete,,60b76fa5e701fd91023af757,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1215x705,,demog,7,No,Sex,Female
3,1622634453116,02/06/2021 11:47:33,1622634452887,1,02/06/2021 12:47:32,53470,4,questionnaire-uqlw,,13199065,60a8f9bb98f8ecd65bc492db,3973356,,complete,,60b76fa5e701fd91023af757,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1215x705,,demog,7,No,Sex-quantised,1
4,1622634453116,02/06/2021 11:47:33,1622634452887,1,02/06/2021 12:47:32,53470,4,questionnaire-uqlw,,13199065,60a8f9bb98f8ecd65bc492db,3973356,,complete,,60b76fa5e701fd91023af757,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1215x705,,demog,7,No,Age,18-24
5,1622634453116,02/06/2021 11:47:33,1622634452887,1,02/06/2021 12:47:32,53470,4,questionnaire-uqlw,,13199065,60a8f9bb98f8ecd65bc492db,3973356,,complete,,60b76fa5e701fd91023af757,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1215x705,,demog,7,No,Age-quantised,1
6,1622634453116,02/06/2021 11:47:33,1622634452888,1,02/06/2021 12:47:32,53470,4,questionnaire-uqlw,,13199065,60a8f9bb98f8ecd65bc492db,3973356,,complete,,60b76fa5e701fd91023af757,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1215x705,,demog,7,No,field,psychology
7,1622634453116,02/06/2021 11:47:33,1622634452888,1,02/06/2021 12:47:32,53470,4,questionnaire-uqlw,,13199065,60a8f9bb98f8ecd65bc492db,3973356,,complete,,60b76fa5e701fd91023af757,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1215x705,,demog,7,No,Ed_level,undergraduate/Bachelors
8,1622634453116,02/06/2021 11:47:33,1622634452888,1,02/06/2021 12:47:32,53470,4,questionnaire-uqlw,,13199065,60a8f9bb98f8ecd65bc492db,3973356,,complete,,60b76fa5e701fd91023af757,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1215x705,,demog,7,No,Ed_level-quantised,2
9,1622634453116,02/06/2021 11:47:33,1622634452888,1,02/06/2021 12:47:32,53470,4,questionnaire-uqlw,,13199065,60a8f9bb98f8ecd65bc492db,3973356,,complete,,60b76fa5e701fd91023af757,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1440x900,1215x705,,demog,7,No,END QUESTIONNAIRE,17368
1,1622634526893,02/06/2021 11:48:46,1622634527924,1,02/06/2021 12:48:47,53470,4,questionnaire-uqlw,,13199098,5b66de2b10280f0001f0c573,3973369,,complete,,60b76fdf40b594618df55489,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x610,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622634549024,02/06/2021 11:49:09,1622634550080,1,02/06/2021 12:49:10,53470,4,questionnaire-uqlw,,13199098,5b66de2b10280f0001f0c573,3973369,,complete,,60b76fdf40b594618df55489,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x610,,demog,7,No,Sex,Female
3,1622634549558,02/06/2021 11:49:09,1622634550082,1,02/06/2021 12:49:10,53470,4,questionnaire-uqlw,,13199098,5b66de2b10280f0001f0c573,3973369,,complete,,60b76fdf40b594618df55489,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x610,,demog,7,No,Sex-quantised,1
4,1622634549558,02/06/2021 11:49:09,1622634550082,1,02/06/2021 12:49:10,53470,4,questionnaire-uqlw,,13199098,5b66de2b10280f0001f0c573,3973369,,complete,,60b76fdf40b594618df55489,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x610,,demog,7,No,Age,18-24
5,1622634549558,02/06/2021 11:49:09,1622634550082,1,02/06/2021 12:49:10,53470,4,questionnaire-uqlw,,13199098,5b66de2b10280f0001f0c573,3973369,,complete,,60b76fdf40b594618df55489,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x610,,demog,7,No,Age-quantised,1
6,1622634549558,02/06/2021 11:49:09,1622634550082,1,02/06/2021 12:49:10,53470,4,questionnaire-uqlw,,13199098,5b66de2b10280f0001f0c573,3973369,,complete,,60b76fdf40b594618df55489,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x610,,demog,7,No,field,Microbiology
7,1622634549558,02/06/2021 11:49:09,1622634550082,1,02/06/2021 12:49:10,53470,4,questionnaire-uqlw,,13199098,5b66de2b10280f0001f0c573,3973369,,complete,,60b76fdf40b594618df55489,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x610,,demog,7,No,Ed_level,undergraduate/Bachelors
8,1622634549558,02/06/2021 11:49:09,1622634550082,1,02/06/2021 12:49:10,53470,4,questionnaire-uqlw,,13199098,5b66de2b10280f0001f0c573,3973369,,complete,,60b76fdf40b594618df55489,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x610,,demog,7,No,Ed_level-quantised,2
9,1622634549558,02/06/2021 11:49:09,1622634550083,1,02/06/2021 12:49:10,53470,4,questionnaire-uqlw,,13199098,5b66de2b10280f0001f0c573,3973369,,complete,,60b76fdf40b594618df55489,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x610,,demog,7,No,END QUESTIONNAIRE,22159
1,1622635268030,02/06/2021 12:01:08,1622635267375,1,02/06/2021 13:01:07,53470,4,questionnaire-uqlw,,13199325,5c1ac1c637dd01000114e36a,3973503,,complete,,60b772e4420b2d4d76db6e57,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,786x568,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622635285657,02/06/2021 12:01:25,1622635285062,1,02/06/2021 13:01:25,53470,4,questionnaire-uqlw,,13199325,5c1ac1c637dd01000114e36a,3973503,,complete,,60b772e4420b2d4d76db6e57,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,769x568,,demog,7,No,Sex,Female
3,1622635285722,02/06/2021 12:01:25,1622635285063,1,02/06/2021 13:01:25,53470,4,questionnaire-uqlw,,13199325,5c1ac1c637dd01000114e36a,3973503,,complete,,60b772e4420b2d4d76db6e57,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,769x568,,demog,7,No,Sex-quantised,1
4,1622635285722,02/06/2021 12:01:25,1622635285063,1,02/06/2021 13:01:25,53470,4,questionnaire-uqlw,,13199325,5c1ac1c637dd01000114e36a,3973503,,complete,,60b772e4420b2d4d76db6e57,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,769x568,,demog,7,No,Age,18-24
5,1622635285722,02/06/2021 12:01:25,1622635285063,1,02/06/2021 13:01:25,53470,4,questionnaire-uqlw,,13199325,5c1ac1c637dd01000114e36a,3973503,,complete,,60b772e4420b2d4d76db6e57,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,769x568,,demog,7,No,Age-quantised,1
6,1622635285722,02/06/2021 12:01:25,1622635285063,1,02/06/2021 13:01:25,53470,4,questionnaire-uqlw,,13199325,5c1ac1c637dd01000114e36a,3973503,,complete,,60b772e4420b2d4d76db6e57,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,769x568,,demog,7,No,field,dentistry
7,1622635285722,02/06/2021 12:01:25,1622635285064,1,02/06/2021 13:01:25,53470,4,questionnaire-uqlw,,13199325,5c1ac1c637dd01000114e36a,3973503,,complete,,60b772e4420b2d4d76db6e57,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,769x568,,demog,7,No,Ed_level,undergraduate/Bachelors
8,1622635285722,02/06/2021 12:01:25,1622635285064,1,02/06/2021 13:01:25,53470,4,questionnaire-uqlw,,13199325,5c1ac1c637dd01000114e36a,3973503,,complete,,60b772e4420b2d4d76db6e57,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,769x568,,demog,7,No,Ed_level-quantised,2
9,1622635285722,02/06/2021 12:01:25,1622635285064,1,02/06/2021 13:01:25,53470,4,questionnaire-uqlw,,13199325,5c1ac1c637dd01000114e36a,3973503,,complete,,60b772e4420b2d4d76db6e57,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,769x568,,demog,7,No,END QUESTIONNAIRE,17690
1,1622636330599,02/06/2021 12:18:50,1622636330492,1,02/06/2021 13:18:50,53470,4,questionnaire-uqlw,,13199686,5d25ee154b5c4f0018fdaaa7,3973641,,complete,,60b777087dd5f8d18c06dd16,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x696,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622636344469,02/06/2021 12:19:04,1622636344401,1,02/06/2021 13:19:04,53470,4,questionnaire-uqlw,,13199686,5d25ee154b5c4f0018fdaaa7,3973641,,complete,,60b777087dd5f8d18c06dd16,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x696,,demog,7,No,Sex,Female
3,1622636344547,02/06/2021 12:19:04,1622636344402,1,02/06/2021 13:19:04,53470,4,questionnaire-uqlw,,13199686,5d25ee154b5c4f0018fdaaa7,3973641,,complete,,60b777087dd5f8d18c06dd16,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x696,,demog,7,No,Sex-quantised,1
4,1622636344547,02/06/2021 12:19:04,1622636344402,1,02/06/2021 13:19:04,53470,4,questionnaire-uqlw,,13199686,5d25ee154b5c4f0018fdaaa7,3973641,,complete,,60b777087dd5f8d18c06dd16,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x696,,demog,7,No,Age,18-24
5,1622636344547,02/06/2021 12:19:04,1622636344402,1,02/06/2021 13:19:04,53470,4,questionnaire-uqlw,,13199686,5d25ee154b5c4f0018fdaaa7,3973641,,complete,,60b777087dd5f8d18c06dd16,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x696,,demog,7,No,Age-quantised,1
6,1622636344547,02/06/2021 12:19:04,1622636344403,1,02/06/2021 13:19:04,53470,4,questionnaire-uqlw,,13199686,5d25ee154b5c4f0018fdaaa7,3973641,,complete,,60b777087dd5f8d18c06dd16,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x696,,demog,7,No,field,Psychology
7,1622636344547,02/06/2021 12:19:04,1622636344403,1,02/06/2021 13:19:04,53470,4,questionnaire-uqlw,,13199686,5d25ee154b5c4f0018fdaaa7,3973641,,complete,,60b777087dd5f8d18c06dd16,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x696,,demog,7,No,Ed_level,Masters
8,1622636344547,02/06/2021 12:19:04,1622636344403,1,02/06/2021 13:19:04,53470,4,questionnaire-uqlw,,13199686,5d25ee154b5c4f0018fdaaa7,3973641,,complete,,60b777087dd5f8d18c06dd16,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x696,,demog,7,No,Ed_level-quantised,3
9,1622636344547,02/06/2021 12:19:04,1622636344403,1,02/06/2021 13:19:04,53470,4,questionnaire-uqlw,,13199686,5d25ee154b5c4f0018fdaaa7,3973641,,complete,,60b777087dd5f8d18c06dd16,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x696,,demog,7,No,END QUESTIONNAIRE,13911
1,1622636745517,02/06/2021 12:25:45,1622636746725,1,02/06/2021 13:25:46,53470,4,questionnaire-uqlw,,13199841,5d2202ffa80a600017d967b5,3973701,,complete,,60b778765415380f460dd5ba,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1280x609,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622636765329,02/06/2021 12:26:05,1622636766573,1,02/06/2021 13:26:06,53470,4,questionnaire-uqlw,,13199841,5d2202ffa80a600017d967b5,3973701,,complete,,60b778765415380f460dd5ba,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x609,,demog,7,No,Sex,Female
3,1622636765408,02/06/2021 12:26:05,1622636766574,1,02/06/2021 13:26:06,53470,4,questionnaire-uqlw,,13199841,5d2202ffa80a600017d967b5,3973701,,complete,,60b778765415380f460dd5ba,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x609,,demog,7,No,Sex-quantised,1
4,1622636765408,02/06/2021 12:26:05,1622636766574,1,02/06/2021 13:26:06,53470,4,questionnaire-uqlw,,13199841,5d2202ffa80a600017d967b5,3973701,,complete,,60b778765415380f460dd5ba,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x609,,demog,7,No,Age,18-24
5,1622636765408,02/06/2021 12:26:05,1622636766574,1,02/06/2021 13:26:06,53470,4,questionnaire-uqlw,,13199841,5d2202ffa80a600017d967b5,3973701,,complete,,60b778765415380f460dd5ba,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x609,,demog,7,No,Age-quantised,1
6,1622636765408,02/06/2021 12:26:05,1622636766574,1,02/06/2021 13:26:06,53470,4,questionnaire-uqlw,,13199841,5d2202ffa80a600017d967b5,3973701,,complete,,60b778765415380f460dd5ba,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x609,,demog,7,No,field,Chemistry
7,1622636765408,02/06/2021 12:26:05,1622636766575,1,02/06/2021 13:26:06,53470,4,questionnaire-uqlw,,13199841,5d2202ffa80a600017d967b5,3973701,,complete,,60b778765415380f460dd5ba,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x609,,demog,7,No,Ed_level,undergraduate/Bachelors
8,1622636765408,02/06/2021 12:26:05,1622636766575,1,02/06/2021 13:26:06,53470,4,questionnaire-uqlw,,13199841,5d2202ffa80a600017d967b5,3973701,,complete,,60b778765415380f460dd5ba,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x609,,demog,7,No,Ed_level-quantised,2
9,1622636765408,02/06/2021 12:26:05,1622636766575,1,02/06/2021 13:26:06,53470,4,questionnaire-uqlw,,13199841,5d2202ffa80a600017d967b5,3973701,,complete,,60b778765415380f460dd5ba,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x609,,demog,7,No,END QUESTIONNAIRE,19850
END OF FILE
